Platform,Congress,MemberICPSR,MemberName,MemberParty,MemberChamber,MemberState,MemberDistrict,n_messages,n_scored,mean_partisan_score,mean_partisan_extremity,p_Advertising,p_PositionTaking,p_CreditClaiming,p_NegativePartisan,p_Bipartisan,p_ConstituentService,p_CreditConstituent,p_CreditPolicy,mean_likes,mean_shares,mean_replies,mean_quotes,n_newsletters
Facebook,111,20920,"Pingree, Chellie",Democrat,House,ME,1,238,224,-0.0971,0.5485,0.2941,0.3697,0.1134,0.0168,0.0,0.2269,0.0546,0.0588,12.9916,0.0,5.9118,,
Facebook,111,20923,"Peters, Gary",Democrat,House,MI,9,111,100,0.0075,0.4962,0.3514,0.4955,0.1171,0.1351,0.0,0.0541,0.009,0.1171,15.4414,0.009,16.4144,,
Facebook,111,20925,"Harper, Gregg",Republican,House,MS,3,404,388,0.3977,0.6988,0.4629,0.3069,0.0025,0.0693,0.005,0.2574,0.0,0.005,4.802,0.005,2.0495,,
Facebook,111,20929,"Lance, Leonard",Republican,House,NJ,7,61,52,0.359,0.6795,0.1967,0.4918,0.0656,0.0656,0.0,0.0492,0.0,0.0328,5.9672,0.0,2.4426,,
Facebook,111,20930,"Heinrich, Martin",Democrat,House,NM,1,79,68,-0.1064,0.5532,0.2911,0.5063,0.1392,0.0633,0.0,0.2025,0.0127,0.1013,14.038,0.0,8.0506,,
Facebook,111,20932,"Lujan, Ben",Democrat,House,NM,3,238,203,-0.2078,0.6039,0.3235,0.2059,0.0588,0.0084,0.0084,0.2773,0.0,0.0378,5.0042,0.0,7.0588,,
Facebook,111,20934,"Tonko, Paul",Democrat,House,NY,21,249,228,-0.0937,0.5468,0.4016,0.3494,0.1767,0.0241,0.008,0.2892,0.0522,0.1406,4.2731,0.008,2.1486,,
Facebook,111,20944,"Schrader, Kurt",Democrat,House,OR,5,126,122,-0.2056,0.6028,0.3016,0.4127,0.4127,0.0079,0.0159,0.2619,0.1429,0.246,8.4286,0.0079,3.9048,,
Facebook,111,20946,"Thompson, Glenn",Republican,House,PA,5,2,2,-0.0586,0.4707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,5.0,,
Facebook,111,20947,"Roe, David",Republican,House,TN,1,37,25,0.1197,0.5599,0.2703,0.027,0.0,0.0,0.0,0.3243,0.0,0.0,8.8649,0.0,2.1892,,
Facebook,111,20948,"Olson, Pete",Republican,House,TX,22,516,442,0.3931,0.6965,0.219,0.4942,0.0426,0.1008,0.0078,0.1047,0.0,0.031,4.3353,0.0019,2.1376,,
Facebook,111,20949,"Chaffetz, Jason",Republican,House,UT,3,617,507,0.3829,0.6915,0.1994,0.329,0.0357,0.1086,0.0049,0.0292,0.0,0.0308,21.2464,0.0729,17.7747,,
Facebook,111,20952,"Connolly, Gerald",Other,House,VA,11,174,137,0.0215,0.4892,0.2414,0.1954,0.1092,0.0172,0.0057,0.1149,0.0057,0.069,7.8448,0.0,4.7874,,
Facebook,111,20953,"Lummis, Cynthia",Republican,House,WY,1,14,13,0.4944,0.7472,0.2143,0.5,0.0,0.0714,0.0,0.0,0.0,0.0,6.7143,0.0,1.1429,,
Facebook,111,20954,"Quigley, Mike",Democrat,House,IL,5,309,300,0.1066,0.4467,0.233,0.3883,0.0583,0.0032,0.0065,0.1392,0.0032,0.0421,7.1683,0.0,2.6246,,
Facebook,111,20955,"Chu, Judy",Other,House,CA,32,89,85,0.0006,0.4997,0.3258,0.5955,0.1236,0.0225,0.0225,0.1011,0.0112,0.1011,6.7528,0.0,1.3933,,
Facebook,111,20958,"Garamendi, John",Democrat,House,CA,10,711,702,-0.1094,0.5547,0.3586,0.4852,0.1181,0.0394,0.007,0.2475,0.0197,0.09,5.0633,0.0,1.391,,
Facebook,111,20959,"Deutch, Theodore",Democrat,House,FL,19,14,14,-0.1782,0.5891,0.7857,0.7143,0.1429,0.0,0.0,0.1429,0.0,0.0714,5.2143,0.0,3.7857,,
Facebook,111,20962,"Graves, Tom",Republican,House,GA,9,436,344,0.2468,0.6234,0.2248,0.1468,0.0275,0.0252,0.0,0.172,0.0,0.0229,7.2592,0.0023,2.3211,,
Facebook,111,21100,"Stutzman, Marlin",Republican,House,IN,3,110,83,-0.0493,0.4754,0.1727,0.0182,0.0,0.0,0.0,0.3909,0.0,0.0,10.5273,0.0,2.0,,
Facebook,111,21101,"Reed, Tom",Republican,House,NY,29,7,4,0.402,0.701,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5714,,
Facebook,111,29106,"Waters, Maxine",Democrat,House,CA,35,85,84,-0.202,0.601,0.2353,0.6941,0.3647,0.0235,0.0,0.1176,0.0235,0.3294,21.8941,0.0118,10.2118,,
Facebook,111,29109,"DeLauro, Rosa",Democrat,House,CT,3,42,34,-0.1455,0.5727,0.1667,0.5476,0.119,0.0,0.0238,0.0,0.0,0.0476,11.3571,0.0,6.3095,,
Facebook,111,29134,"Serrano, Jose",Democrat,House,NY,16,149,101,0.0577,0.4712,0.2685,0.1678,0.0336,0.0336,0.0,0.2483,0.0134,0.0201,10.5503,0.0067,4.4832,,
Facebook,111,29137,"Boehner, John",Republican,House,OH,8,333,303,0.5184,0.7592,0.1141,0.7087,0.024,0.3273,0.003,0.006,0.0,0.027,686.973,0.3243,190.042,,
Facebook,111,29143,"Johnson, Sam",Other,House,TX,3,421,381,0.3703,0.6852,0.2898,0.4656,0.0404,0.1781,0.0095,0.2209,0.0,0.0261,4.2827,0.0451,1.7625,,
Facebook,111,29147,"SANDERS, Bernard",Other,Senate,VT,S,428,0,,,0.3738,0.4463,0.0467,0.0631,0.0023,0.0444,0.0093,0.0327,169.5514,6.7991,45.2617,,
Facebook,111,29149,"Moran, James",Democrat,House,VA,8,237,210,0.102,0.449,0.443,0.2954,0.0844,0.0211,0.0042,0.1013,0.0084,0.0506,5.6456,0.0422,3.5105,,
Facebook,111,29309,"Woolsey, Lynn",Democrat,House,CA,6,106,97,0.0819,0.4591,0.2075,0.3396,0.0472,0.0189,0.0,0.1509,0.0,0.0472,10.0283,0.0,5.7642,,
Facebook,111,29312,"Eshoo, Anna",Democrat,House,CA,14,50,32,-0.0789,0.5394,0.18,0.32,0.16,0.0,0.0,0.06,0.0,0.04,6.64,0.14,1.82,,
Facebook,111,29316,"Becerra, Xavier",Democrat,House,CA,31,13,12,0.0632,0.4684,0.6154,0.0769,0.0,0.0769,0.0,0.5385,0.0,0.0769,2.6923,0.0,0.2308,,
Facebook,111,29317,"Roybal-Allard, Lucille",Democrat,House,CA,34,64,63,-0.2646,0.6323,0.2969,0.5469,0.2031,0.125,0.0156,0.3594,0.0156,0.1719,4.6875,0.0156,0.4062,,
Facebook,111,29321,"Royce, Edward",Other,House,CA,40,364,352,0.4758,0.7379,0.4725,0.6291,0.0604,0.0934,0.0055,0.0714,0.0027,0.0604,2.9945,0.0055,2.6071,,
Facebook,111,29323,"Calvert, Ken",Republican,House,CA,44,320,295,0.3821,0.6911,0.1906,0.5125,0.1281,0.2156,0.0031,0.1344,0.0,0.1188,5.8375,0.0062,2.7844,,
Facebook,111,29339,"Bishop, Sanford",Other,House,GA,2,28,27,-0.1206,0.5603,0.5,0.5,0.4643,0.0357,0.0714,0.3929,0.1786,0.2857,3.1786,0.0,2.25,,
Facebook,111,29345,"CRAPO, Michael Dean",Republican,House,ID,S,444,133,0.4101,0.705,0.2455,0.1171,0.0158,0.0023,0.0,0.045,0.0,0.018,2.4887,0.0045,3.2117,,
Facebook,111,29348,"Gutierrez, Luis",Other,House,IL,4,264,249,0.1854,0.4073,0.4205,0.4811,0.0492,0.0227,0.0038,0.0871,0.0,0.0492,22.0833,0.0227,20.3788,,
Facebook,111,29356,"Bartlett, Roscoe",Other,House,MD,6,179,123,0.438,0.719,0.2179,0.4078,0.0503,0.1564,0.0168,0.1173,0.0056,0.0391,1.7318,0.0,1.1061,,
Facebook,111,29368,"Thompson, Bennie",Other,House,MS,2,9,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556,0.2222,0.7778,,
Facebook,111,29373,"MENENDEZ, Robert",Democrat,Senate,NJ,S,113,113,-0.273,0.6365,0.3451,0.6372,0.4071,0.0442,0.0088,0.1947,0.0708,0.3451,32.5929,0.0088,18.6814,,
Facebook,111,29375,"King, Peter",Other,House,NY,3,544,445,0.1577,0.5788,0.3805,0.1985,0.0202,0.0864,0.0,0.0551,0.0018,0.0147,16.5202,0.0055,8.6691,,
Facebook,111,29377,"Nadler, Jerrold",Other,House,NY,8,98,95,-0.0118,0.5059,0.3673,0.6429,0.1939,0.0408,0.0102,0.0306,0.0102,0.1327,4.9796,0.0,1.9694,,
Facebook,111,29378,"Velazquez, Nydia",Democrat,House,NY,12,25,22,-0.1784,0.5892,0.08,0.48,0.08,0.0,0.0,0.04,0.04,0.04,15.96,0.04,10.72,,
Facebook,111,29379,"Maloney, Carolyn",Democrat,House,NY,14,352,317,-0.1701,0.5851,0.3125,0.3409,0.1278,0.0142,0.0085,0.1364,0.017,0.108,8.4659,0.0,1.3949,,
Facebook,111,29380,"Hinchey, Maurice",Other,House,NY,22,315,305,-0.2398,0.6199,0.2921,0.4952,0.454,0.0127,0.0,0.2349,0.1492,0.3714,10.1746,0.0762,4.5556,,
Facebook,111,29389,"BROWN, Sherrod",Other,Senate,OH,S,505,271,-0.1419,0.571,0.0832,0.299,0.0752,0.0277,0.002,0.0198,0.0436,0.0158,36.5644,0.004,38.4772,,
Facebook,111,29393,"Lucas, Frank",Republican,House,OK,3,87,80,0.4709,0.7355,0.4828,0.4828,0.023,0.1149,0.0115,0.1954,0.0,0.0115,3.4483,0.0115,1.9885,,
Facebook,111,29504,"Lofgren, Zoe",Democrat,House,CA,16,103,75,0.0754,0.4623,0.165,0.2621,0.0583,0.0971,0.0,0.1359,0.0,0.0583,5.3107,0.0,1.4951,,
Facebook,111,29534,"WICKER, Roger F.",Republican,House,MS,S,80,78,0.3993,0.6996,0.4375,0.6,0.075,0.1375,0.0,0.1375,0.0,0.025,10.95,0.0125,5.15,,
Facebook,111,29546,"Jones, Walter",Republican,House,NC,3,37,21,0.3671,0.6836,0.5676,0.1351,0.027,0.0,0.0,0.0811,0.0,0.027,3.4595,0.0,2.0,,
Facebook,111,29548,"BURR, Richard M.",Republican,House,NC,S,26,12,0.2887,0.6444,0.1923,0.1923,0.0769,0.0769,0.0,0.0,0.0,0.0385,9.3846,0.0,8.1538,,
Facebook,111,29553,"LaTourette, Steven",Republican,House,OH,14,17,12,0.555,0.7775,0.1765,0.4706,0.0588,0.1176,0.0,0.0,0.0,0.0,14.4118,0.0,9.7647,,
Facebook,111,29561,"Doyle, Michael",Democrat,House,PA,14,186,184,-0.1971,0.5985,0.1452,0.6452,0.4032,0.0484,0.0108,0.1452,0.0215,0.1989,2.6452,0.0215,1.4194,,
Facebook,111,29566,"GRAHAM, Lindsey O.",Republican,Senate,SC,S,146,118,0.4533,0.7267,0.2603,0.5616,0.0274,0.1301,0.0068,0.0205,0.0,0.0205,8.3151,0.0,10.8356,,
Facebook,111,29571,"Doggett, Lloyd",Other,House,TX,25,257,239,0.0108,0.4946,0.3113,0.4202,0.1284,0.0584,0.0039,0.2374,0.0233,0.1012,13.5136,0.0078,3.9767,,
Facebook,111,29573,"Jackson Lee, Sheila",Democrat,House,TX,18,104,70,-0.0088,0.5044,0.1635,0.1058,0.0865,0.0,0.0,0.25,0.0288,0.0577,6.7692,0.0288,4.5096,,
Facebook,111,29580,"Hastings, Doc",Republican,House,WA,4,221,219,0.4334,0.7167,0.2851,0.6561,0.2217,0.181,0.0226,0.2036,0.0181,0.1991,4.6109,0.0,4.1041,,
Facebook,111,29587,"Cummings, Elijah",Democrat,House,MD,7,23,21,-0.3143,0.6572,0.3043,0.4783,0.2174,0.087,0.0,0.1304,0.0,0.1304,19.5217,0.0,6.3913,,
Facebook,111,29588,"Blumenauer, Earl",Democrat,House,OR,3,103,91,0.1536,0.4232,0.1942,0.4369,0.0097,0.0971,0.0,0.0194,0.0,0.0097,42.2816,0.0,12.2233,,
Facebook,111,29701,"Aderholt, Robert",Other,House,AL,4,293,285,0.559,0.7795,0.2423,0.5836,0.0683,0.2457,0.0102,0.1468,0.0068,0.0648,13.7509,0.0034,7.3003,,
Facebook,111,29707,"Sherman, Brad",Democrat,House,CA,27,146,142,0.1652,0.4174,0.5822,0.363,0.1575,0.0137,0.0,0.1438,0.0342,0.089,2.7192,0.0,1.8836,,
Facebook,111,29709,"Sanchez, Loretta",Democrat,House,CA,47,333,327,-0.1062,0.5531,0.3333,0.5886,0.1772,0.018,0.006,0.1802,0.048,0.1291,2.4715,0.003,1.7417,,
Facebook,111,29710,"DeGette, Diana",Democrat,House,CO,1,168,158,-0.0084,0.5042,0.4107,0.4583,0.1488,0.0357,0.0417,0.1488,0.006,0.119,13.9643,0.0,8.4286,,
Facebook,111,29718,"Shimkus, John",Republican,House,IL,19,344,338,0.3144,0.6572,0.1744,0.218,0.0058,0.0669,0.0029,0.1366,0.0,0.0058,11.8401,0.0203,4.6977,,
Facebook,111,29721,"Boswell, Leonard",Democrat,House,IA,3,31,28,0.1244,0.4378,0.3548,0.0,0.0,0.0,0.0,0.3226,0.0,0.0,6.6774,0.0,0.6129,,
Facebook,111,29722,"Moran, Jerry",Republican,House,KS,1,503,479,0.2712,0.6356,0.4036,0.3439,0.0855,0.0616,0.002,0.334,0.0,0.0775,14.8728,0.0,3.5348,,
Facebook,111,29729,"McGovern, James",Democrat,House,MA,3,354,259,-0.0514,0.5257,0.2288,0.1215,0.0395,0.0226,0.0,0.3249,0.0169,0.0367,21.3701,0.0,4.6186,,
Facebook,111,29732,"STABENOW, Deborah Ann",Democrat,Senate,MI,S,36,33,-0.1065,0.5532,0.2778,0.6944,0.2778,0.0278,0.0556,0.2778,0.0278,0.1667,24.2778,0.0278,21.5278,,
Facebook,111,29735,"Blunt, Roy",Other,House,MO,7,285,252,0.1601,0.5801,0.4491,0.1789,0.014,0.0842,0.0,0.3053,0.0,0.007,33.593,0.2772,13.4491,,
Facebook,111,29741,"Pascrell, Bill",Other,House,NJ,8,32,28,-0.1437,0.5718,0.2812,0.625,0.25,0.0,0.0625,0.125,0.0,0.2188,9.25,0.0312,8.0625,,
Facebook,111,29744,"McCarthy, Carolyn",Democrat,House,NY,4,24,19,0.0326,0.4837,0.3333,0.375,0.0417,0.0833,0.0417,0.0833,0.0,0.0833,2.5,0.0,0.9167,,
Facebook,111,29748,"Kucinich, Dennis",Democrat,House,OH,10,80,59,0.1077,0.4461,0.2625,0.4125,0.0375,0.0375,0.0,0.0375,0.0,0.0375,237.0,0.075,58.9875,,
Facebook,111,29752,"Pitts, Joseph",Republican,House,PA,16,75,71,0.3353,0.6677,0.28,0.36,0.0,0.08,0.0133,0.0667,0.0,0.0,0.64,0.0,0.24,,
Facebook,111,29754,"THUNE, John",Republican,Senate,SD,S,374,350,0.6111,0.8056,0.4385,0.7139,0.1791,0.2861,0.0428,0.1444,0.0,0.1765,300.9545,0.0107,85.3048,,
Facebook,111,29759,"Sessions, Pete",Republican,House,TX,32,146,119,0.3483,0.6741,0.3014,0.3219,0.0342,0.1096,0.0,0.0616,0.0,0.0342,2.8562,0.0,1.5342,,
Facebook,111,29760,"Brady, Kevin",Other,House,TX,8,1085,986,0.3857,0.6929,0.3115,0.3465,0.0194,0.0793,0.0028,0.1272,0.0018,0.0092,4.5954,0.0,4.1456,,
Facebook,111,29762,"Granger, Kay",Republican,House,TX,12,331,216,0.2557,0.6279,0.3444,0.1813,0.0211,0.0332,0.003,0.1541,0.0,0.0151,2.577,0.0332,2.2749,,
Facebook,111,29768,"Smith, Adam",Other,House,WA,9,127,118,0.0642,0.4679,0.4173,0.1732,0.0315,0.0,0.0079,0.3386,0.0079,0.0157,6.4882,0.0,1.9134,,
Facebook,111,29769,"Kind, Ron",Democrat,House,WI,3,302,281,-0.1541,0.5771,0.3113,0.2947,0.0861,0.0033,0.0066,0.4007,0.0099,0.0728,6.8642,0.0,3.298,,
Facebook,111,29774,"Capps, Lois",Democrat,House,CA,23,181,165,-0.2403,0.6202,0.116,0.4641,0.105,0.0442,0.0055,0.105,0.0055,0.0773,11.547,0.011,6.5801,,
Facebook,111,29778,"Lee, Barbara",Democrat,House,CA,9,366,292,0.1553,0.4223,0.265,0.3525,0.0273,0.0929,0.0,0.041,0.0109,0.0055,6.4044,0.0,2.6011,,
Facebook,111,29906,"UDALL, Mark",Democrat,House,CO,S,134,119,-0.0555,0.5278,0.3507,0.5075,0.194,0.0373,0.0373,0.097,0.0224,0.1716,17.9403,0.0299,15.7463,,
Facebook,111,29908,"Larson, John",Democrat,House,CT,1,356,320,-0.092,0.546,0.3483,0.3034,0.1348,0.0365,0.0056,0.3174,0.0393,0.073,4.7331,0.0,1.3343,,
Facebook,111,29909,"ISAKSON, Johnny",Republican,House,GA,S,401,270,0.3114,0.6557,0.3666,0.1771,0.0249,0.0324,0.0,0.1621,0.0,0.015,20.788,0.005,9.5935,,
Facebook,111,29910,"Simpson, Michael",Republican,House,ID,2,45,41,0.364,0.682,0.1333,0.5556,0.1778,0.1111,0.0222,0.1111,0.0222,0.1111,3.2,0.1111,1.5778,,
Facebook,111,29911,"Schakowsky, Janice",Democrat,House,IL,9,274,256,0.03,0.485,0.4891,0.4416,0.0949,0.0365,0.0,0.0365,0.0036,0.0912,12.5438,0.0,6.2737,,
Facebook,111,29919,"Capuano, Michael",Democrat,House,MA,8,28,27,-0.0024,0.5012,0.1786,0.25,0.1071,0.0,0.0,0.0357,0.0,0.0714,43.8214,0.0,6.5,,
Facebook,111,29923,"Holt, Rush",Democrat,House,NJ,12,162,158,-0.1199,0.5599,0.3765,0.4444,0.1605,0.0185,0.0,0.2346,0.037,0.1173,19.821,0.0,7.4938,,
Facebook,111,29924,"UDALL, Thomas (Tom)",Democrat,Senate,NM,S,230,226,-0.093,0.5465,0.313,0.4696,0.1087,0.013,0.0087,0.1478,0.0087,0.0609,18.0739,0.0391,39.0261,,
Facebook,111,29925,"Crowley, Joseph",Democrat,House,NY,7,101,82,-0.0363,0.5182,0.3267,0.3564,0.1287,0.0396,0.0099,0.1089,0.0,0.1287,5.505,0.0495,1.9109,,
Facebook,111,29926,"Weiner, Anthony",Other,House,NY,9,175,148,0.2365,0.3817,0.3257,0.4229,0.0057,0.1143,0.0,0.0457,0.0,0.0,127.24,0.0286,61.2,,
Facebook,111,29931,"Wu, David",Democrat,House,OR,1,16,16,-0.1035,0.5517,0.375,0.375,0.125,0.1875,0.0625,0.125,0.0,0.125,28.0,0.1875,7.5,,
Facebook,111,29936,"DeMINT, James W.",Republican,Senate,SC,S,508,373,0.4116,0.7058,0.1732,0.4488,0.0394,0.1831,0.0079,0.0059,0.002,0.0315,212.7362,0.0,64.5374,,
Facebook,111,29937,"Inslee, Jay",Democrat,House,WA,1,34,32,-0.0709,0.5354,0.5588,0.3824,0.0882,0.0882,0.0,0.2059,0.0,0.0882,32.7059,0.0,8.6765,,
Facebook,111,29940,"Baldwin, Tammy",Democrat,House,WI,2,49,44,-0.1287,0.5643,0.3061,0.2041,0.0612,0.0204,0.0,0.3265,0.0204,0.0612,21.6531,0.0,4.551,,
Facebook,111,39301,"Clyburn, James",Democrat,House,SC,6,53,51,0.1542,0.4229,0.3585,0.6226,0.0566,0.2264,0.0,0.0,0.0,0.0566,5.0189,0.0755,2.5094,,
Facebook,111,39305,"Johnson, Eddie",Democrat,House,TX,30,114,113,-0.0929,0.5464,0.3684,0.4035,0.0965,0.0,0.0088,0.1579,0.0439,0.0351,5.9298,0.0351,2.6579,,
Facebook,111,39307,"Scott, Robert",Other,House,VA,3,89,58,-0.0701,0.535,0.2135,0.2809,0.0449,0.0112,0.0112,0.0899,0.0112,0.0225,7.618,0.0337,1.7079,,
Facebook,111,39308,"Goodlatte, Bob",Republican,House,VA,6,176,151,0.4041,0.702,0.3352,0.5,0.0739,0.0568,0.0,0.1477,0.0,0.0795,5.017,0.0568,4.7045,,
Facebook,111,40300,"MURKOWSKI, Lisa",Republican,Senate,AK,S,513,454,0.2526,0.6263,0.3938,0.3723,0.1735,0.0253,0.0039,0.0975,0.0234,0.0799,6.6238,0.0019,7.2261,,
Facebook,111,40304,"ALEXANDER, Lamar",Republican,House,TN,S,75,73,0.2359,0.6179,0.6533,0.3467,0.0267,0.0267,0.0,0.1067,0.0,0.0133,5.72,0.0133,7.8533,,
Facebook,111,40305,"CORNYN, John",Republican,Senate,TX,S,1649,1353,0.3417,0.6708,0.1352,0.5094,0.0327,0.1013,0.0121,0.0255,0.0006,0.0309,31.5179,0.0528,43.1498,,
Facebook,111,40700,"KLOBUCHAR, Amy",Other,Senate,MN,S,7,7,-0.0725,0.5363,0.1429,0.4286,0.4286,0.0,0.2857,0.0,0.0,0.1429,249.7143,0.1429,53.4286,,
Facebook,111,40701,"McCASKILL, Claire",Democrat,Senate,MO,S,196,186,0.1129,0.4435,0.3571,0.4388,0.1531,0.0306,0.0153,0.2194,0.0357,0.0867,23.9694,0.0102,28.5663,,
Facebook,111,40702,"TESTER, Jon",Democrat,House,MT,S,495,246,-0.0818,0.5409,0.1515,0.1818,0.0626,0.0061,0.004,0.0848,0.0061,0.0384,5.6869,0.0101,4.8182,,
Facebook,111,40703,"CASEY, Robert (Bob), Jr.",Democrat,House,PA,S,87,65,-0.0831,0.5416,0.1379,0.3793,0.1034,0.0,0.0,0.0575,0.0115,0.0805,10.2759,0.0,4.023,,
Facebook,111,40705,"CORKER, Robert (Bob)",Republican,House,TN,S,72,66,0.3241,0.6621,0.5417,0.5556,0.0833,0.0278,0.0139,0.1111,0.0,0.0556,2.9444,0.0,3.5139,,
Facebook,111,40707,"BARRASSO, John A.",Other,Senate,WY,S,162,118,0.537,0.7685,0.5494,0.4568,0.0556,0.1111,0.0185,0.0309,0.0,0.0679,9.4506,0.0309,4.5185,,
Facebook,111,40906,"SHAHEEN, Jeanne",Democrat,House,NH,S,70,55,-0.1078,0.5539,0.3571,0.3571,0.1,0.0,0.0286,0.1,0.0143,0.0286,6.1429,0.0,2.3,,
Facebook,111,40908,"MERKLEY, Jeff",Democrat,Senate,OR,S,281,266,-0.0846,0.5423,0.548,0.637,0.1601,0.0178,0.0036,0.1423,0.0107,0.1032,23.1851,0.0214,11.8399,,
Facebook,111,40909,"WARNER, Mark",Democrat,Senate,VA,S,48,40,0.1671,0.4164,0.3542,0.3333,0.0208,0.0,0.0417,0.1875,0.0,0.0208,33.375,0.0,27.3542,,
Facebook,111,40910,"BENNET, Michael F.",Other,Senate,CO,S,528,492,0.0021,0.499,0.2443,0.2803,0.072,0.0114,0.0095,0.2576,0.0057,0.0492,17.25,0.0076,14.7405,,
Facebook,111,40913,"BROWN, Scott P.",Other,Senate,MA,S,401,339,-0.0065,0.4968,0.3416,0.1072,0.02,0.0075,0.0025,0.2369,0.0,0.0125,609.2269,0.02,132.6908,,
Facebook,111,40915,"MANCHIN, Joe, III",Other,Senate,WV,S,30,27,0.3338,0.3331,0.1,0.1,0.0667,0.0,0.0,0.2,0.1,0.0,53.8333,0.0,21.8333,,
Facebook,111,40916,"COONS, Christopher A.",Other,Senate,DE,S,204,166,0.0794,0.4603,0.2794,0.0784,0.0196,0.0294,0.0,0.3088,0.0245,0.0098,39.2549,0.0,18.8382,,
Facebook,111,49308,"MURRAY, Patty",Democrat,Senate,WA,S,267,256,-0.2071,0.6035,0.2547,0.2697,0.2135,0.0412,0.03,0.3184,0.0262,0.191,158.8315,0.1273,51.985,,
Facebook,111,49702,"LANDRIEU, Mary L.",Democrat,House,LA,S,7,3,-0.0705,0.5353,0.1429,0.4286,0.1429,0.0,0.0,0.0,0.0,0.0,4.8571,0.0,15.1429,,
Facebook,111,49703,"COLLINS, Susan Margaret",Republican,Senate,ME,S,64,52,0.0158,0.5079,0.25,0.4375,0.1719,0.0,0.0,0.0781,0.0312,0.0469,13.3594,0.0,13.2344,,
Facebook,111,49706,"ENZI, Michael B.",Republican,House,WY,S,173,170,0.4464,0.7232,0.3468,0.4046,0.052,0.0347,0.0405,0.2948,0.0,0.0173,8.5954,0.0,3.9017,,
Facebook,112,2605,"Dingell, John",Democrat,House,MI,15,722,695,-0.5245,0.7622,0.1607,0.6136,0.1108,0.1011,0.036,0.1565,0.0305,0.0873,6.2216,0.705,0.9183,,
Facebook,112,4812,"INOUYE, Daniel Ken",Democrat,Senate,HI,S,74,70,-0.2953,0.6477,0.1757,0.3649,0.1081,0.027,0.0135,0.027,0.0811,0.0811,28.0541,3.2703,3.973,,
Facebook,112,10713,"Conyers, John",Democrat,House,MI,14,153,153,-0.3849,0.6924,0.1307,0.8039,0.3333,0.0915,0.0196,0.0654,0.0523,0.281,13.6078,2.2288,8.7778,,
Facebook,112,13035,"Rangel, Charles",Democrat,House,NY,15,575,558,-0.5243,0.7622,0.1409,0.4922,0.0522,0.1217,0.0139,0.1217,0.0,0.0487,9.04,1.2365,2.8974,,
Facebook,112,14053,"Stark, Fortney",Democrat,House,CA,13,96,86,-0.7502,0.8751,0.3542,0.4375,0.1667,0.125,0.0208,0.2708,0.0,0.1562,4.1146,0.6979,0.4271,,
Facebook,112,14066,"Young, Don",Republican,House,AK,1,286,247,0.0123,0.5061,0.2483,0.4161,0.1573,0.035,0.0035,0.0734,0.0105,0.1224,9.9441,0.6189,4.1294,,
Facebook,112,14203,"BAUCUS, Max Sieben",Democrat,Senate,MT,S,396,301,-0.3981,0.6991,0.0884,0.2904,0.1288,0.0076,0.0227,0.0429,0.0126,0.0758,5.4217,0.7702,5.1692,,
Facebook,112,14226,"GRASSLEY, Charles Ernest",Republican,Senate,IA,S,1972,1516,0.0024,0.5012,0.216,0.3286,0.0314,0.0603,0.0096,0.1136,0.002,0.0127,7.0867,0.6567,5.606,,
Facebook,112,14230,"HARKIN, Thomas Richard (Tom)",Democrat,Senate,IA,S,202,200,-0.4162,0.7081,0.5545,0.604,0.1139,0.0396,0.0297,0.2772,0.0099,0.0644,16.2277,4.2228,4.5792,,
Facebook,112,14256,"Miller, George",Democrat,House,CA,7,290,283,-0.5383,0.7691,0.1379,0.7172,0.1241,0.3552,0.0483,0.1724,0.0,0.0966,35.7759,3.5034,11.4586,,
Facebook,112,14307,"LEAHY, Patrick Joseph",Democrat,Senate,VT,S,178,106,-0.1456,0.5728,0.3315,0.309,0.0674,0.0,0.0,0.0225,0.0056,0.0281,6.8371,1.4382,6.8202,,
Facebook,112,14400,"AKAKA, Daniel Kahikina",Other,Senate,HI,S,458,408,-0.4025,0.7013,0.2926,0.3537,0.0808,0.0066,0.0109,0.0873,0.0218,0.0459,17.0677,1.6681,1.8122,,
Facebook,112,14435,"Markey, Edward",Democrat,House,MA,7,537,406,-0.3342,0.6671,0.2197,0.4581,0.0652,0.0968,0.0186,0.0447,0.0019,0.0484,5.6872,1.1788,13.0428,,
Facebook,112,14440,"MIKULSKI, Barbara Ann",Democrat,Senate,MD,S,181,162,-0.6653,0.8326,0.1602,0.5746,0.2818,0.0608,0.0442,0.116,0.0829,0.2044,51.1105,7.2099,14.0994,,
Facebook,112,14651,"NELSON, Clarence William (Bill)",Democrat,House,FL,S,99,93,-0.3366,0.6683,0.1919,0.3838,0.0707,0.0606,0.0202,0.0303,0.0,0.0808,197.2222,18.0707,63.7172,,
Facebook,112,14657,"Sensenbrenner, F.",Republican,House,WI,5,10,6,-0.4426,0.2787,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.0,1.2,0.0,0.4,,
Facebook,112,14659,,Other,House,,,146,100,-0.1313,0.4343,0.2945,0.3082,0.0411,0.0411,0.0137,0.1781,0.0,0.0274,13.9589,1.411,5.5274,,
